activity_uuid_product_uuid,activity_name,geography,reference_product_unit
72df4fd1-1367-5da7-ab1f-0cdf2df5ca21_badf9215-58af-4218-ac95-a133fddcb7dc,电子枪市场，阴极射线管显示器,全球,kg
72e115b4-5c7c-5c66-8d55-d250d197225d_5622e91c-82a0-59f4-aa73-38c2c3a70d9a,矮壮素生产,全球,kg
72e59739-b8a7-5c3b-a667-e25fae4f989d_f593c5c2-0980-43e9-8f70-617142b07bd6,纤维水泥面砖生产，大幅面,瑞士,kg
72ee3027-7fcb-54ac-9ef4-1676cce48792_d51e5a32-c20a-4da6-8d58-31f344b50c00,废绘图纸的处理，露天垃圾场，超干旱渗透级（-250mm）,全球,kg
72f0d6db-e5d5-5669-95a6-472cd1eed8ec_66c93e71-f32b-4591-901c-55395db5c132,热电联产，木屑，6667 kW,拉脱维亚,kWh
72f0d6db-e5d5-5669-95a6-472cd1eed8ec_71e2f1db-a2c5-44d0-8337-dfff15be974d,热电联产，木屑，6667 kW,拉脱维亚,MJ
72f15326-d471-5306-9644-df8510e732bc_c3c7fe25-71c0-4c57-bf6e-a7b781ee0a6c,运输、货运、带制冷机的小货车、EURO4、R134a 制冷剂、冷冻到通用市场,全球,metric ton*km
72f1b76c-c29d-5754-9b79-0552284c7ac9_dae141a8-7daa-4f03-a649-b85b718ac65b,废玻璃市场,北马其顿,kg
72f25672-f401-59bd-8dd1-1bbe1c19736c_b1508998-ac7e-4921-b3d8-a6c3aafa41ab,碳酸钾市场,全球,kg
72f5ace9-b022-5797-b2d0-ffec4d3d4e7f_a9007f10-7e39-4d50-8f4a-d6d03ce3d673,天然气，高压，从 RU 进口,德国,m3
72fc1be0-aa15-5624-a6ce-3747a05404d0_319ab25e-8c69-47bc-baeb-e22971136dfe,磷酸市场，肥料级，无水，70% 溶液状态,世界其它,kg
72fd8ae3-4872-5763-9bd8-626be9ee7af7_66c93e71-f32b-4591-901c-55395db5c132,电力生产、石油,波兰,kWh
72ff826f-d4dd-5410-bbe3-c17a902b242a_0a3a87a4-d431-4a83-a811-8eca3e1919f0,用于水处理的离子交换剂生产,世界其它,unit
7304d8b9-cb50-5118-adec-5b92c0a15aba_66c93e71-f32b-4591-901c-55395db5c132,热电联产、沼气、燃气发动机,墨西哥,kWh
7304d8b9-cb50-5118-adec-5b92c0a15aba_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b,热电联产、沼气、燃气发动机,墨西哥,MJ
73054877-b086-5668-9419-e65849711bd1_4bd0ac5a-1248-4c82-8dc6-a6fc31a9ec12,绿肥种植，有机，直到二月,瑞士,ha
7306b5b4-5861-58d6-a0d4-ac4745108229_69b3d58f-ddde-59c4-a78d-2ededd641aab,土地使用权市场，耕地，以碳净初级生产力衡量，森林，集约化,"巴西,Piaui",kg
73086c0d-1084-57c1-946c-21c216c1fb29_66c93e71-f32b-4591-901c-55395db5c132,电力市场，高压,荷兰,kWh
730b3faf-092c-59d6-972d-87d61f3e3431_d69294d7-8d64-4915-a896-9996a014c410,发电、光伏、3kWp 倾斜屋顶安装、多晶硅、层压、集成,瑞士,kWh
730cebff-8315-5903-a221-90ca60975daa_cddade55-1d1f-491c-b2e2-59f6bed28f56,脱碳废弃物处理、残渣填埋,瑞士,kg
730fb56f-377d-5af8-805f-633338894fc0_82fc8ffd-e1f4-4a11-ac26-6734d9b2fe89,铝电解过滤粉尘市场,全球,kg
7312ad87-e17b-5a0b-894d-ed8824aa16a6_7cb00a21-30f1-4f9f-b2e4-48ee9170c8d1,农作物种植，向日葵，8 月至 10 月，有机肥 30 公斤 N,瑞士,kg
731a7886-94f0-5914-9022-1ed790b7ecf6_66c93e71-f32b-4591-901c-55395db5c132,电力生产、核能、压水反应堆,伊朗(伊斯兰共和国),kWh
731b72ef-25e6-5c2c-857a-4c4ca08efe46_a18bcfed-b25b-45b7-853f-eb1b3191f439,四氯化碳生产,欧洲,kg
731bc71b-3747-5e2f-805b-07a54faac9b7_66c93e71-f32b-4591-901c-55395db5c132,电力生产、石油,RFC公司负责北美电网,kWh
731f897e-92f8-5901-974c-1750c56be990_cfbce515-3f54-4411-ad9d-3d26b7faa15a,运输、货运、卡车、各种尺寸、不受运输、货运、卡车、未指定通用市场监管,南非,metric ton*km
7323fed9-7671-5e02-8ec2-208345076bb6_d69294d7-8d64-4915-a896-9996a014c410,电力从中压到低压的转换,伊拉克,kWh
73245558-4a99-5b00-8a09-e8f1e4985d69_1d32b849-121f-4d23-853c-fa2bf55c42e9,土地利用变化市场，一年生作物,墨西哥,ha
732a6146-1f52-5bcf-8191-b3481c84f653_8c7badd9-b1c5-44ed-85c5-8da0aa5fd0aa,木屑颗粒厂市场,全球,unit
732ddaeb-371d-5ee4-a79f-ce2245b7fd0c_b7a0c0bc-fd0d-41b8-8ab7-15bc1a4a3063,电力生产，硬煤，在煤矿发电厂,世界其它,kWh
732ef458-6551-5925-858f-2c6d1edf6424_66c93e71-f32b-4591-901c-55395db5c132,热电联产、沼气、燃气发动机,法国,kWh
732ef458-6551-5925-858f-2c6d1edf6424_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b,热电联产、沼气、燃气发动机,法国,MJ
732f3a2b-78c0-5df4-b47c-5b9eaab8a1aa_66c93e71-f32b-4591-901c-55395db5c132,电力、高压、生产组合,萨尔瓦多,kWh
73390f08-088e-5478-950d-ea73b611430f_633abfc6-0553-458f-b3cb-abfa114505ae,废旧充气轮胎市场,全球,kg
73449a91-3a28-55b2-86c0-41a11621ffac_4a99e09a-1048-4a38-b2b3-15f4b0899e3d,玉米青贮饲料市场，有机,全球,kg
7347a3b3-eb63-5cc1-82e0-58dc3fce5fae_66c93e71-f32b-4591-901c-55395db5c132,"电力生产, 硬煤",中国，海南(海南),kWh
7349cfff-3dce-5806-8ae2-87a2562a080a_69167890-cd92-40bc-aff9-c73039eb7da2,造纸污泥灰渣处理、残渣填埋,瑞士,kg
734e05f0-32a3-5eab-b7ae-0b19267fda43_a0e53510-b90b-43ba-80cc-7600f5da004f,城市垃圾焚烧设施市场,全球,unit
734f5d50-f639-5ca4-994a-86c9f4314909_66c93e71-f32b-4591-901c-55395db5c132,电力生产、天然气、联合循环发电厂,爱尔兰,kWh
73533920-c9b5-5096-b48b-3f1e311becc1_db314df7-a55f-4c57-b1b7-1bec53c2740c,活性膨润土市场,全球,kg
735ff492-3bce-5692-a63e-44096ef3c156_66c93e71-f32b-4591-901c-55395db5c132,电力生产、水电、径流式河流,印度、查谟和克什米尔,kWh
736163a9-3a74-5c09-be86-bdaf8e390729_d19d661f-fc4d-45fe-8dcf-b0cccc8ced74,底灰处理，MSWI-WWT，载热液，40% C3H8O2，渣室,全球,kg
736d5278-e139-5474-9bf8-6c92644abfa7_7c3dbbb9-cc2d-43e8-acf9-abfa115d2ae5,硫化物尾矿市场，来自铜矿运营,智利,kg
736dd0aa-717b-5428-9a7e-4a2f4fd23540_858164b0-44f1-4118-b6cb-47054faa21ef,处理用过的饮料罐，用于回收，未分类，分类,世界其它,kg
73723010-4e29-5239-bc3c-b36718260f99_d69294d7-8d64-4915-a896-9996a014c410,电力生产，光伏，3kWp 倾斜屋顶安装，单硅，面板，安装,保加利亚,kWh
737b0499-ea74-589f-947b-03c63a48e977_bd20be8e-9b7a-4391-980f-4ecf8f2867be,蒸汽生产，化学工业,世界其它,kg
737c4f77-93c7-5aee-bb9d-4144dcd7d74c_dc763799-ba2f-46a0-9b15-9cbd9d61139d,电弧炉二次冶金炉渣，用于回收到一般市场的辅助胶凝材料,欧洲,kg
73838f70-f8bb-5d5a-af19-1b3831bccb13_0451c9ba-5f09-4e23-a8b4-3d7ee441a6fc,高炉污泥处理、余料填埋,欧洲除了瑞士,kg
7386b03e-20ea-51cb-aa06-abbd6dd7050c_2078f291-646e-48ee-b5d3-a5f6d69a8655,电解氯化镁，来自海绵钛生产,中国,kg
7386b03e-20ea-51cb-aa06-abbd6dd7050c_bef7d0b3-c9d9-46db-a67d-2c9e550f2c12,电解氯化镁，来自海绵钛生产,中国,kg
73872f2b-730f-55e4-8de4-eff51f078779_c53d3387-2ce7-4619-afb1-a6e9b868a55b,扁豆干燥市场,全球,l
738cdf1f-3a66-56c8-b3ab-46a6ef2620f6_e38adb33-e7d3-46f9-8f46-d4caf9363f04,燃料电池生产，固体氧化物，125kW 电，未来,世界其它,unit
738dd964-e42b-5f7a-aa7f-963da68cb7e1_60c21de1-a8e8-4f50-8949-78759bf96c62,住宅通风，分散式，6 x 120 m3/h，钢管，带地管热交换器,世界其它,m2*year
7393de2d-25fe-579b-b45a-087804bde2c0_45fbbc41-7ae9-46cc-bb31-abfa11e69de0,废橡胶处理，未指定，城市焚烧飞灰提取,瑞士,MJ
7393de2d-25fe-579b-b45a-087804bde2c0_637ee275-a239-4dcb-b084-abfa110dd65b,废橡胶处理，未指定，城市焚烧飞灰提取,瑞士,kWh
7393de2d-25fe-579b-b45a-087804bde2c0_7513d2f5-d7ee-497b-971b-a5ad34ab5c83,废橡胶处理，未指定，城市焚烧飞灰提取,瑞士,kg
739a1f9c-89c9-59f4-bfa4-e74e69bf1f94_13f4bda2-1e95-40e5-9f1e-97feb2142cd0,印刷油墨生产，胶印，47.5%溶液状态的产品,欧洲,kg
739b6411-b968-5837-aa5e-f165ffa1ebfd_e60b02d3-ea04-4272-a6fb-408ac969a00e,镉生产，半导体级,美国,kg
73a00478-bfc4-5e40-b341-874456864b79_76c62dcf-b87a-4509-9682-514079cf7975,聚氯乙烯废品处理，收集最终处置,瑞士,kg
73a04d2b-d6ae-577e-ab3c-b5034d1c8a7c_b90c480d-790e-4d23-8aa0-6e128211e4fe,叔丁胺生产,欧洲,kg
73a9dbc5-4c6f-58ee-a969-9234d624cbe1_66c93e71-f32b-4591-901c-55395db5c132,电力生产，风力，>3MW 涡轮机，陆上,加拿大马尼托巴省,kWh
73ade182-a9f7-5ef3-94fb-eb848fed69d0_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874,已经使用的土地，多年生农田到一年生作物,巴西，圣卡塔琳娜,kg
73afd918-b4db-5b7e-a0a4-5671b4195b38_db314df7-a55f-4c57-b1b7-1bec53c2740c,活性膨润土生产,德国,kg
73b45a5e-6185-509b-a4fb-16768bfb6cdc_66c93e71-f32b-4591-901c-55395db5c132,"电力生产, 硬煤",HICC美国电网,kWh
73b8e356-2781-5ab9-941e-fc5a6e2313ed_66f18588-4db0-4060-89cc-d6841a0b5dac,光伏组件生产，建筑一体化，用于斜屋顶安装,世界其它,m2
73b8f2bb-e5a0-58b4-b650-d16891560a3e_6300d56d-9a47-462c-8171-dd53f3f7bb8b,溅射靶生产，烧结，氧化铟锡,世界其它,kg
73b9e2a0-7f1b-5da9-bc05-5bfa55262693_3519531f-1346-44b9-bba3-c45f52009d70,玻璃料市场，用于瓷砖,全球,kg
73c17b40-ad12-59b4-a383-a29a12cd1440_2bf7e6c9-e683-4f7f-b6dd-0a9724d81352,建筑施工，经济型酒店,秘鲁,unit
73c4e4b1-799d-5e0a-a8a5-28489fb72403_1d32b849-121f-4d23-853c-fa2bf55c42e9,土地利用变化，一年生作物,"巴西,托坎廷斯河",ha
73ca3052-81cf-5dfa-ad3e-b64c28b242be_b5b1c665-8464-44bd-a8ec-527668d782a4,电池生产，锂离子，LFP,世界其它,kg
73ccc6eb-79a3-5436-9b73-a30375e9a9eb_500fd8de-39c2-4907-ab5f-42c5381a220a,底灰市场，MSWI[F]-WWT，轻油锅炉冷凝水,瑞士,kg
73d1508a-3c50-5e6f-97fc-83c4a91607a7_dae141a8-7daa-4f03-a649-b85b718ac65b,废玻璃市场,冰岛,kg
73d3a730-17a1-5639-91c7-bf93566b4c6e_d69294d7-8d64-4915-a896-9996a014c410,电力生产，光伏，570kWp 露天安装，多晶硅,世界其它,kWh
73d3ae6e-b738-51ce-ab01-742831474919_db3559ad-a065-425f-9d03-551068d5548e,废塑料市场、工业电子产品,瑞士,kg
73d60108-3f98-5337-bf94-a97b1bb42947_c1d6d100-e442-4e1e-a307-4c5afb894a4c,节能，来自通风系统，1 x 720 m3/h，钢管，带地管式热交换器,世界其它,MJ
73d9e914-ec93-5398-8167-bde44505b477_06eb6d76-0ac1-5ba6-aa9b-6b0228e0dd96,基础油生产、炼油厂操作,巴西,kg
73df027e-c014-5be2-9dbd-50335a72a308_2abad111-1d83-4c3b-995d-190734da88bc,处理污水污泥、97% 的水、WWT、来自晶圆制造的 WW、土地耕作,瑞士,kg
73df027e-c014-5be2-9dbd-50335a72a308_60e40c5e-8a0e-52f7-8c7f-2664ac536903,处理污水污泥、97% 的水、WWT、来自晶圆制造的 WW、土地耕作,瑞士,kg
73df027e-c014-5be2-9dbd-50335a72a308_6dbeade5-eb8e-5666-b681-f479757cfd86,处理污水污泥、97% 的水、WWT、来自晶圆制造的 WW、土地耕作,瑞士,kg
73df44ee-cb45-5ddd-8533-30ce8337b787_66c93e71-f32b-4591-901c-55395db5c132,电力、高压、生产组合,巴西，东北电网,kWh
73df57e0-7bc8-555c-acd0-a681b31a852a_a9007f10-7e39-4d50-8f4a-d6d03ce3d673,天然气，高压，从 NO 进口,荷兰,m3
73e450e3-c482-5ac9-8b3f-c9d42be29694_f8257971-f691-4192-a882-9b923df961d8,聚甲基丙烯酸甲酯生产、片材,世界其它,kg
73f7c5e8-0989-5ad8-bc1e-b373e8c7530c_9cdb112b-0d90-4d76-9cec-412b0c67d8bb,废聚氨酯市场,印度,kg
73fbdcf9-ab58-5071-b5a8-387d6dc06dfb_6ee08e0a-4762-44f5-ac35-20289c48b970,轻型商用车生产,世界其它,unit
73fc429f-57f2-5ea5-af57-cd39ff53c811_f372d4c2-7310-4fb9-8bb6-bee214fd08d1,土地利用变化，多年生作物,西班牙,ha
73fc693f-282d-58e4-970f-1da388f741d0_ffb93e1a-1bd3-4020-8d66-5b04712cf023,残留物市场，MSWI-WWT[R]，来自乳清厌氧消化的 WW,全球,kg
73ff7ebe-a516-5355-880a-e44924f3ec68_f3c51e03-d161-4493-a430-03ac72a4706a,房间连接溢流元件的市场，钢，约。 40立方米/小时,全球,unit
74007d7a-71d5-5d61-859e-93b66189968a_b0176c67-5bc0-462a-8466-4f372f446f7c,废聚苯乙烯市场,波斯尼亚和黑塞哥维那,kg
74021ced-a17f-5941-a585-8fad41b64247_66c93e71-f32b-4591-901c-55395db5c132,电力生产、水电、径流式河流,卢森堡,kWh
7403f597-1eda-5c38-a711-0086e089a07f_16f96475-57f7-4c90-b96a-e0a81f9bfdbe,酒糟，来自甜菜发酵，回收成分截止,全球,kg
740e5846-32e0-5118-bfa1-a4aa8fe313cb_f6c1a87c-550f-41eb-91b4-173b45e8a952,机器操作，柴油，>= 74.57 kW，发电机,全球,hour
740efa4b-cd9c-5b96-8dda-a46ce0e5da69_60e40c5e-8a0e-52f7-8c7f-2664ac536903,处理污水污泥、97% 的水、WWT、来自软纤维板生产的 WW、土地耕作,世界其它,kg
740efa4b-cd9c-5b96-8dda-a46ce0e5da69_6dbeade5-eb8e-5666-b681-f479757cfd86,处理污水污泥、97% 的水、WWT、来自软纤维板生产的 WW、土地耕作,世界其它,kg
740efa4b-cd9c-5b96-8dda-a46ce0e5da69_e49d825c-c475-4dc4-a30d-bd9fad187c34,处理污水污泥、97% 的水、WWT、来自软纤维板生产的 WW、土地耕作,世界其它,kg
74121cf6-f7ca-5108-a3aa-2e9ca992b3d9_66c93e71-f32b-4591-901c-55395db5c132,电力、高压、生产组合,东北电力协调委员会，美国部分,kWh
74123192-e5c5-56c8-b474-e788a225add0_66c93e71-f32b-4591-901c-55395db5c132,电力生产、深层地热,冰岛,kWh
741557bd-8f3d-5f3d-8418-b427433c7376_9d858a25-0611-42a3-a3ec-716d50d7a774,亚麻籽生产,加拿大,kg
7416ffdf-22cb-5d61-a680-a435553cf5b6_f5707bdf-f7e2-479b-b3ea-99c04de8a927,无机氮肥市场，如 N,孟加拉国,kg
741867ff-df23-5d06-b0be-97dda5ed0c43_ef5d9b7f-0d4a-49b9-a2eb-eef36ded1c38,"混凝土生产, 30MPa, 用于钻孔桩, 水泥, CEM II/A",世界其它,m3
741c5007-2450-5ecc-9737-2af643208ca9_1d32b849-121f-4d23-853c-fa2bf55c42e9,土地利用变化市场，一年生作物,巴西，里约热内卢,ha
7423e22e-39cf-5e92-ad0b-aebd5e47ec54_3db648b2-8b8a-46c4-8e69-4ab60453b65f,卡车市场，40 公吨,世界其它,unit
742820d8-1ebb-5d73-8e68-d51b8edbf511_96525009-1ff7-4f3c-aeb9-44ffd9a063ed,编织竹席市场,中国,kg
742ae871-a818-5ee0-ab25-4196f276df34_44e8a892-3178-4352-a898-722e68990fe9,乙烯产量，平均,世界其它,kg
742cb2c6-a3d0-5a5f-aae2-8243aa4e6052_15df8126-cc38-4ba4-912b-1bdba2b405c4,处理用过的鼓风机和热交换器，KWLC 1200,瑞士,unit
742f4b40-a361-5acb-9634-f0efdf50a2ae_8af5fb8b-2be5-47af-8276-1e8820553021,乳清厌氧消化产生的废水市场,瑞士,m3
743287a2-ab72-5b86-b058-955b5046102c_b7e17d7a-3e05-524d-a27f-487a86f78949,吗啉市场,全球,kg
7436fe2f-329f-5517-9b10-bba6fc1295c2_e9f3d81d-43dc-484c-9b16-2934618d8724,热电联产机组建设，有机朗肯循环，3MW 电,全球,unit
743894d2-17b9-5695-8a3f-f428b66d97d0_e180c07f-fa94-4f7c-8a2f-32cb78f52bd6,汽油生产、无铅、炼油厂运营,欧洲除了瑞士,kg
743b1b68-2fa8-50dc-8564-9f2d0f32fdd0_d69294d7-8d64-4915-a896-9996a014c410,电力市场，低压,阿曼,kWh
743dde0d-e74f-5523-a3ef-fb43100946ee_b21c5bf0-60da-4095-a5b4-cc8b8a3b2668,亚硫酸钠生产,世界其它,kg
7442dfef-671b-5d5b-9756-593355b899b1_d51e5a32-c20a-4da6-8d58-31f344b50c00,废绘图纸的处理，露天垃圾场，潮湿渗透等级（300mm）,全球,kg
7443ce6d-9e58-5f06-95b2-e696d7725d67_fe37685d-cb18-4f22-8518-be17a1722c98,铀尾矿处理，无放射性排放,全球,m3
7446517d-b124-5e26-96f8-040bb5fea6e7_291fc06d-1b3e-4077-aabb-346b588ed24b,柴油市场,哥伦比亚,kg
7449759b-5472-5f06-9b84-ecc07c098626_7539e2dc-9694-488e-8cf2-dcf80801892b,压延，硬片,世界其它,kg
744a3efc-8276-5779-bb7d-abe5f4e5f4a8_69b3d58f-ddde-59c4-a78d-2ededd641aab,土地使用权市场，耕地，以碳净初级生产力衡量，森林，集约化,巴西，Espírito桑托,kg
744a6715-03c2-53ff-beb7-12f3779d9fde_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，ZA进口,莫桑比克,kWh
744ad345-bda7-53d7-8530-689965c6bb75_0d4b2b9d-33d3-4c67-b91d-c2064357970d,光伏倾斜屋顶安装市场，3kWp，单硅，层压，集成，屋顶,全球,unit
74531b68-5416-50d7-b3cb-c7fc4acab31b_66c93e71-f32b-4591-901c-55395db5c132,电力生产、天然气、联合循环发电厂,哥伦比亚,kWh
7454d433-ed74-5ccd-ba77-db026e743f6f_659981bd-1a5f-4e8c-8208-6e0e7f935332,运输、管道、陆上、石油市场,世界其它,metric ton*km
74577c0b-625b-5d2e-a1d6-de8155d9974e_66c93e71-f32b-4591-901c-55395db5c132,电力生产、水电、水库、高山地区,印度古吉拉特邦,kWh
745ac419-1f90-52b7-9d92-c15df3ccd9af_f76cdd78-e05a-48ac-a7c3-e29abca59fa9,犁沟，甘蔗,巴西,ha
745c629d-3e95-58a1-8552-eeb8a9e4b07a_27da8130-82ba-485c-a800-b89efdcb0491,城市固体废物处理、焚烧,保加利亚,kg
745c629d-3e95-58a1-8552-eeb8a9e4b07a_45fbbc41-7ae9-46cc-bb31-abfa11e69de0,城市固体废物处理、焚烧,保加利亚,MJ
745c629d-3e95-58a1-8552-eeb8a9e4b07a_637ee275-a239-4dcb-b084-abfa110dd65b,城市固体废物处理、焚烧,保加利亚,kWh
746222cb-6d6b-5bd0-b2e8-4fd0d8023dae_66c93e71-f32b-4591-901c-55395db5c132,电力生产、水电、径流式河流,印度奥里萨邦,kWh
74681879-9cb1-598b-96c5-7e9ad357b8e7_0201ee86-f71b-4457-8fe8-79f3ed720b07,小麦籽粒，从 RoW 进口,南非,kg
746e8826-3634-5fbe-93da-4e59ebf5749c_67d88d5e-1ca4-4824-a491-5900d48840df,压缩空气生产，800 kPa 规格，>30kW，优化生成,世界其它,m3
746ffca8-4059-54f4-9e2f-15c85adc38dd_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，从越南进口,柬埔寨,kWh
74709488-9171-5213-8fb5-7c884d57e8a8_7ee0ddc3-924d-4339-b9bf-7856af6a698f,废聚乙烯市场,巴西,kg
7475c690-3795-51a5-83d5-9d18afb04255_d69294d7-8d64-4915-a896-9996a014c410,电力从中压到低压的转换,加拿大，西北地区,kWh
74866ad7-20f3-558e-8169-21437be7292f_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力市场组，中压,全球,kWh
7487d6ed-1fdf-5760-9997-4923b2b963f0_7c4dafff-fe18-45c0-92e4-857950032abb,无机钾肥市场，如 K2O,法国,kg
748a0808-7d1f-55ad-bec8-b3df192153e4_29fbcb1d-79ca-45df-8eec-3e51bb95979d,二氧化氯生产,世界其它,kg
748a626b-ccbc-53dc-8821-0c7357cbfb5a_626d96ee-f1a6-444d-9b67-f8e6f8e29d22,碳化硅生产,世界其它,kg
748d787f-8ef9-58b1-9e3b-7f6b433c12b3_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力市场，中压,BR-South-eastern /中西部网格,kWh
748dd0e0-22f8-56ca-9a45-9c3ceaa3e84a_9cb78560-11c1-43c8-88fc-e31022826dd7,处理用过的门、外部、木玻璃、收集以进行最终处置,世界其它,m2
748e90b7-34be-588c-893b-415379e30bc6_d69294d7-8d64-4915-a896-9996a014c410,电力生产、光伏、3kWp 倾斜屋顶安装、多晶硅、面板、已安装,中国，河北(河北),kWh
74915f87-ab3b-5751-ab32-ec371f0e6ecd_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力市场，中压,土库曼斯坦,kWh
7494148c-4d44-5d6a-99fc-443b0be55ac1_8cb6c7f7-c5c7-4507-91ea-8094de0dcfe8,辉锑矿精矿市场,全球,kg
74978ee4-a8bb-557f-ac56-dda77ff2b46f_a6561030-4d71-4786-9afc-bcf1df2f0994,工业炉、天然气市场,全球,unit
749b03aa-b527-53f5-9718-19edb3a94de0_75db30ea-bc22-4827-9784-07ac2523b3d6,白菜市场,全球,kg
749bfa65-7688-55ca-8b78-060a807a47df_d69294d7-8d64-4915-a896-9996a014c410,电力生产，光伏，3kWp 倾斜屋顶安装，单硅，面板，安装,智利,kWh
749cbf0b-6703-5256-8779-e7d7784c2299_4a2aeb6d-125d-4473-8df7-310d98da3e2d,特定过程的负担，卫生填埋场,瑞士,kg
74b0cfa7-aef4-583a-9d27-3bf1edae76ca_66c93e71-f32b-4591-901c-55395db5c132,电厂高炉煤气处理,波斯尼亚和黑塞哥维那,kWh
74b0cfa7-aef4-583a-9d27-3bf1edae76ca_71e2f1db-a2c5-44d0-8337-dfff15be974d,电厂高炉煤气处理,波斯尼亚和黑塞哥维那,MJ
74b577d3-c3e8-56ba-a42f-9dfdf15318c7_d69294d7-8d64-4915-a896-9996a014c410,电力从中压到低压的转换,越南,kWh
74b7a0c1-f504-5838-8dff-a7d0d044cdd2_0da5307e-df93-4bc2-b5bc-6cda3cb55e8c,合成橡胶生产,世界其它,kg
74b9be49-84e2-5163-8423-3ccf0d71cced_d69294d7-8d64-4915-a896-9996a014c410,电力从中压到低压的转换,拉脱维亚,kWh
74c38568-f250-5351-aa80-6d3964cf7883_2cfef82e-cb0d-4864-8163-9651fc6c25eb,硫酸钠、硬石膏市场,世界其它,kg
74c41903-fb5f-5a80-adc6-335862f979d0_20fb957d-e0aa-4ff7-9ac0-228e17b4a36a,克菌丹市场,全球,kg
74c4dd6c-a279-57fa-9416-ac79b0a2f4f9_d69294d7-8d64-4915-a896-9996a014c410,电力生产，光伏，3kWp 倾斜屋顶安装，单硅，面板，安装,法国,kWh
74c73b95-e8fc-581d-af11-9f1b51c0e096_f6503135-81f4-4291-a643-14f92f05797a,激光加工市场，金属，YAG 激光器，500W 功率,全球,hour
74c96acc-3ba0-50de-b304-0718b3c26635_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，水电，水库，法国进口,瑞士,kWh
74cc6386-4ebf-5611-ba00-57f0e8ac4046_43186bfa-4f3c-53bf-bf53-af77ac495d9f,红芸豆种子市场，用于播种,全球,kg
74cdf294-0b3f-5a6a-9c90-216dc1ce8083_8d7c013a-5aca-44d7-8fc4-193844d2953a,废包装纸市场,奥地利,kg
74cec6ab-da02-561f-b09b-b96e46e7ddee_9cdb112b-0d90-4d76-9cec-412b0c67d8bb,废聚氨酯市场,黑山,kg
74d2b82f-5587-50f6-b6c9-0b018c23b7a3_3ab1ad80-ee03-483d-8722-81c3c3c28bd3,腈化合物市场,全球,kg
74d2d3bf-69c2-5adf-b17c-3e1eefa25593_1fb2e33c-efb6-42f9-99e0-f9024ace9fcc,劈裂木材的市场，以干质量衡量,瑞士,kg
74d97824-b122-5dda-8317-240ce597714e_6c365ae3-f8cb-4aff-8709-afea7fbf0a40,播种,加拿大不含魁北克,ha
74df5874-593c-53b9-bd28-0660c9f1223b_62d5ea7c-fa1a-4977-abd0-e7906e874016,荧光增白剂生产，用于造纸,世界其它,kg
74e6c8f0-c37b-59cf-b300-3bd8c6e46f3d_d44b978c-a85e-49d3-9130-2e5908b22fc2,石灰进入土壤 pH 值提高剂的通用市场,全球,kg
74f1e188-8f04-5f44-bbb8-39a502aaf159_66c93e71-f32b-4591-901c-55395db5c132,电力生产、天然气、联合循环发电厂,中国，青海(青海),kWh
74f2f89c-cf5a-5e48-9334-b68fb421ee86_da5f3780-7539-4fa2-a491-7ceb46866c89,底灰处理，MSWI[F]-WWT，载热液，40% C3H8O2，渣室,瑞士,kg
74f3b026-6eb4-5692-8732-b4572249320b_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874,皆伐，原始森林到耕地，一年生作物,"巴西,Piaui",kg
74f3b0a5-570c-5607-be10-eb8ec6d406b6_d69294d7-8d64-4915-a896-9996a014c410,电力生产、光伏、3kWp 倾斜屋顶安装、带状硅、面板、已安装,瑞士,kWh
74f3fff2-7be5-5b7a-acba-905727c83563_78a89eea-d172-4c76-b7fb-727af1e394a4,土地利用变化市场，水稻,中国,ha
74f71b6a-d707-5c1e-8c78-4fcb7e04b5ba_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力市场，中压,奥地利,kWh
74fa2dbe-e596-505c-99e7-2d05ab537eab_ca2b5076-f230-473d-9272-da1a678b4f93,安装市场，表面贴装技术，无铅焊料,全球,m2
74ff3be3-c742-5842-b4db-5a89c4a2652d_66c93e71-f32b-4591-901c-55395db5c132,电力市场，高压,洪都拉斯,kWh
750a5b5c-821c-53a6-9853-2bb4a01c6214_1d32d9ef-8f9d-4b72-9d72-ab08b08fa52c,矿渣填埋场市场,全球,unit
750aa459-4336-569c-aa22-cf4525b05b0f_66c93e71-f32b-4591-901c-55395db5c132,电力生产，硬煤，常规,南非,kWh
750b6b56-a968-55fa-b7b1-373ce9ad926e_1d32b849-121f-4d23-853c-fa2bf55c42e9,土地利用变化，一年生作物,阿根廷,ha
750c6cbe-209f-5276-ba51-1a69cbdfe391_d69294d7-8d64-4915-a896-9996a014c410,电力生产、光伏、3kWp 倾斜屋顶安装、多晶硅、面板、已安装,印度阿萨姆邦,kWh
